Rok,Miesiąc,Rodzaj świadczenia,Rozopznanie (Kod ICD-10),Liczba świadczeń,Kategoria
2014,styczeń,Podstawowa opieka zdrowotna,Rowerzysta ranny w niekolizyjnym wypadku komunikacyjnym (V18),7,Rowerzyści
2014,styczeń,Podstawowa opieka zdrowotna,Rowerzysta ranny w innych i nieokreślonych wypadkach komunikacyjnych (V19),10,Rowerzyści
2014,styczeń,Ambulatoryjna opieka specjalistyczna,"Rowerzysta ranny w kolizji z samochodem, samochodem dostawczym, półciężarowym i ciężarowym (V13)",<5,Rowerzyści
2014,styczeń,Ambulatoryjna opieka specjalistyczna,Rowerzysta ranny w kolizji z ustalonym lub stałym przedmiotem (V17),<5,Rowerzyści
2014,styczeń,Ambulatoryjna opieka specjalistyczna,Rowerzysta ranny w niekolizyjnym wypadku komunikacyjnym (V18),<5,Rowerzyści
2014,styczeń,Ambulatoryjna opieka specjalistyczna,Rowerzysta ranny w innych i nieokreślonych wypadkach komunikacyjnych (V19),<5,Rowerzyści
2014,styczeń,Leczenie szpitalne,Rowerzysta ranny w kolizji z pieszym lub zwierzęciem (V10),<5,Rowerzyści
2014,styczeń,Leczenie szpitalne,Rowerzysta ranny w kolizji z innym rowerzystą (V11),<5,Rowerzyści
2014,styczeń,Leczenie szpitalne,"Rowerzysta ranny w kolizji z samochodem, samochodem dostawczym, półciężarowym i ciężarowym (V13)",20,Rowerzyści
2014,styczeń,Leczenie szpitalne,Rowerzysta ranny w kolizji z ustalonym lub stałym przedmiotem (V17),6,Rowerzyści
2014,styczeń,Leczenie szpitalne,Rowerzysta ranny w niekolizyjnym wypadku komunikacyjnym (V18),37,Rowerzyści
2014,styczeń,Leczenie szpitalne,Rowerzysta ranny w innych i nieokreślonych wypadkach komunikacyjnych (V19),50,Rowerzyści
2014,styczeń,Ratownictwo medyczne,"Rowerzysta ranny w kolizji z samochodem, samochodem dostawczym, półciężarowym i ciężarowym (V13)",80,Rowerzyści
2014,styczeń,Ratownictwo medyczne,Rowerzysta ranny w kolizji z ciężkim środkiem transportu lub autobusem (V14),<5,Rowerzyści
2014,styczeń,Ratownictwo medyczne,Rowerzysta ranny w kolizji z pociągiem lub pojazdem szynowym (V15),<5,Rowerzyści
2014,styczeń,Ratownictwo medyczne,Rowerzysta ranny w kolizji z ustalonym lub stałym przedmiotem (V17),<5,Rowerzyści
2014,styczeń,Ratownictwo medyczne,Rowerzysta ranny w niekolizyjnym wypadku komunikacyjnym (V18),14,Rowerzyści
2014,styczeń,Ratownictwo medyczne,Rowerzysta ranny w innych i nieokreślonych wypadkach komunikacyjnych (V19),7,Rowerzyści
2014,styczeń,pozostałe,Rowerzysta ranny w kolizji z ustalonym lub stałym przedmiotem (V17),<5,Rowerzyści
2014,styczeń,pozostałe,Rowerzysta ranny w innych i nieokreślonych wypadkach komunikacyjnych (V19),<5,Rowerzyści
2014,luty,Podstawowa opieka zdrowotna,Rowerzysta ranny w kolizji z pieszym lub zwierzęciem (V10),<5,Rowerzyści
2014,luty,Podstawowa opieka zdrowotna,"Rowerzysta ranny w kolizji z samochodem, samochodem dostawczym, półciężarowym i ciężarowym (V13)",11,Rowerzyści
2014,luty,Podstawowa opieka zdrowotna,Rowerzysta ranny w kolizji z ustalonym lub stałym przedmiotem (V17),<5,Rowerzyści
2014,luty,Podstawowa opieka zdrowotna,Rowerzysta ranny w niekolizyjnym wypadku komunikacyjnym (V18),5,Rowerzyści
2014,luty,Podstawowa opieka zdrowotna,Rowerzysta ranny w innych i nieokreślonych wypadkach komunikacyjnych (V19),7,Rowerzyści
2014,luty,Ambulatoryjna opieka specjalistyczna,"Rowerzysta ranny w kolizji z samochodem, samochodem dostawczym, półciężarowym i ciężarowym (V13)",<5,Rowerzyści
2014,luty,Ambulatoryjna opieka specjalistyczna,Rowerzysta ranny w kolizji z pociągiem lub pojazdem szynowym (V15),<5,Rowerzyści
2014,luty,Ambulatoryjna opieka specjalistyczna,Rowerzysta ranny w niekolizyjnym wypadku komunikacyjnym (V18),<5,Rowerzyści
2014,luty,Ambulatoryjna opieka specjalistyczna,Rowerzysta ranny w innych i nieokreślonych wypadkach komunikacyjnych (V19),<5,Rowerzyści
2014,luty,Leczenie szpitalne,Rowerzysta ranny w kolizji z pieszym lub zwierzęciem (V10),<5,Rowerzyści
2014,luty,Leczenie szpitalne,Rowerzysta ranny w kolizji z innym rowerzystą (V11),<5,Rowerzyści
2014,luty,Leczenie szpitalne,Rowerzysta ranny w kolizji z dwu lub trzykołowym pojazdem mechanicznym (V12),<5,Rowerzyści
2014,luty,Leczenie szpitalne,"Rowerzysta ranny w kolizji z samochodem, samochodem dostawczym, półciężarowym i ciężarowym (V13)",22,Rowerzyści
2014,luty,Leczenie szpitalne,Rowerzysta ranny w kolizji z ustalonym lub stałym przedmiotem (V17),17,Rowerzyści
2014,luty,Leczenie szpitalne,Rowerzysta ranny w niekolizyjnym wypadku komunikacyjnym (V18),34,Rowerzyści
2014,luty,Leczenie szpitalne,Rowerzysta ranny w innych i nieokreślonych wypadkach komunikacyjnych (V19),49,Rowerzyści
2014,luty,Ratownictwo medyczne,Rowerzysta ranny w kolizji z pieszym lub zwierzęciem (V10),<5,Rowerzyści
2014,luty,Ratownictwo medyczne,Rowerzysta ranny w kolizji z innym rowerzystą (V11),<5,Rowerzyści
2014,luty,Ratownictwo medyczne,Rowerzysta ranny w kolizji z dwu lub trzykołowym pojazdem mechanicznym (V12),<5,Rowerzyści
2014,luty,Ratownictwo medyczne,"Rowerzysta ranny w kolizji z samochodem, samochodem dostawczym, półciężarowym i ciężarowym (V13)",77,Rowerzyści
2014,luty,Ratownictwo medyczne,Rowerzysta ranny w kolizji z ciężkim środkiem transportu lub autobusem (V14),<5,Rowerzyści
2014,luty,Ratownictwo medyczne,Rowerzysta ranny w kolizji z ustalonym lub stałym przedmiotem (V17),<5,Rowerzyści
2014,luty,Ratownictwo medyczne,Rowerzysta ranny w niekolizyjnym wypadku komunikacyjnym (V18),11,Rowerzyści
2014,luty,Ratownictwo medyczne,Rowerzysta ranny w innych i nieokreślonych wypadkach komunikacyjnych (V19),19,Rowerzyści
2014,luty,pozostałe,"Rowerzysta ranny w kolizji z samochodem, samochodem dostawczym, półciężarowym i ciężarowym (V13)",10,Rowerzyści
2014,luty,pozostałe,Rowerzysta ranny w niekolizyjnym wypadku komunikacyjnym (V18),<5,Rowerzyści
2014,luty,pozostałe,Rowerzysta ranny w innych i nieokreślonych wypadkach komunikacyjnych (V19),<5,Rowerzyści
2014,marzec,Podstawowa opieka zdrowotna,Rowerzysta ranny w kolizji z innym rowerzystą (V11),<5,Rowerzyści
2014,marzec,Podstawowa opieka zdrowotna,Rowerzysta ranny w kolizji z dwu lub trzykołowym pojazdem mechanicznym (V12),<5,Rowerzyści
2014,marzec,Podstawowa opieka zdrowotna,"Rowerzysta ranny w kolizji z samochodem, samochodem dostawczym, półciężarowym i ciężarowym (V13)",23,Rowerzyści
2014,marzec,Podstawowa opieka zdrowotna,Rowerzysta ranny w kolizji z ustalonym lub stałym przedmiotem (V17),5,Rowerzyści
2014,marzec,Podstawowa opieka zdrowotna,Rowerzysta ranny w niekolizyjnym wypadku komunikacyjnym (V18),18,Rowerzyści
2014,marzec,Podstawowa opieka zdrowotna,Rowerzysta ranny w innych i nieokreślonych wypadkach komunikacyjnych (V19),13,Rowerzyści
2014,marzec,Ambulatoryjna opieka specjalistyczna,Rowerzysta ranny w kolizji z innym rowerzystą (V11),<5,Rowerzyści
2014,marzec,Ambulatoryjna opieka specjalistyczna,"Rowerzysta ranny w kolizji z samochodem, samochodem dostawczym, półciężarowym i ciężarowym (V13)",5,Rowerzyści
2014,marzec,Ambulatoryjna opieka specjalistyczna,Rowerzysta ranny w innych i nieokreślonych wypadkach komunikacyjnych (V19),<5,Rowerzyści
2014,marzec,Leczenie szpitalne,Rowerzysta ranny w kolizji z pieszym lub zwierzęciem (V10),11,Rowerzyści
2014,marzec,Leczenie szpitalne,Rowerzysta ranny w kolizji z innym rowerzystą (V11),6,Rowerzyści
2014,marzec,Leczenie szpitalne,Rowerzysta ranny w kolizji z dwu lub trzykołowym pojazdem mechanicznym (V12),<5,Rowerzyści
2014,marzec,Leczenie szpitalne,"Rowerzysta ranny w kolizji z samochodem, samochodem dostawczym, półciężarowym i ciężarowym (V13)",42,Rowerzyści
2014,marzec,Leczenie szpitalne,Rowerzysta ranny w kolizji z innym pojazdem niemechanicznym (V16),<5,Rowerzyści
2014,marzec,Leczenie szpitalne,Rowerzysta ranny w kolizji z ustalonym lub stałym przedmiotem (V17),55,Rowerzyści
2014,marzec,Leczenie szpitalne,Rowerzysta ranny w niekolizyjnym wypadku komunikacyjnym (V18),102,Rowerzyści
2014,marzec,Leczenie szpitalne,Rowerzysta ranny w innych i nieokreślonych wypadkach komunikacyjnych (V19),139,Rowerzyści
2014,marzec,Ratownictwo medyczne,Rowerzysta ranny w kolizji z pieszym lub zwierzęciem (V10),<5,Rowerzyści
2014,marzec,Ratownictwo medyczne,Rowerzysta ranny w kolizji z innym rowerzystą (V11),<5,Rowerzyści
2014,marzec,Ratownictwo medyczne,Rowerzysta ranny w kolizji z dwu lub trzykołowym pojazdem mechanicznym (V12),7,Rowerzyści
2014,marzec,Ratownictwo medyczne,"Rowerzysta ranny w kolizji z samochodem, samochodem dostawczym, półciężarowym i ciężarowym (V13)",147,Rowerzyści
2014,marzec,Ratownictwo medyczne,Rowerzysta ranny w kolizji z ciężkim środkiem transportu lub autobusem (V14),<5,Rowerzyści
2014,marzec,Ratownictwo medyczne,Rowerzysta ranny w kolizji z ustalonym lub stałym przedmiotem (V17),17,Rowerzyści
2014,marzec,Ratownictwo medyczne,Rowerzysta ranny w niekolizyjnym wypadku komunikacyjnym (V18),30,Rowerzyści
2014,marzec,Ratownictwo medyczne,Rowerzysta ranny w innych i nieokreślonych wypadkach komunikacyjnych (V19),27,Rowerzyści
2014,marzec,pozostałe,"Rowerzysta ranny w kolizji z samochodem, samochodem dostawczym, półciężarowym i ciężarowym (V13)",<5,Rowerzyści
2014,marzec,pozostałe,Rowerzysta ranny w niekolizyjnym wypadku komunikacyjnym (V18),<5,Rowerzyści
2014,marzec,pozostałe,Rowerzysta ranny w innych i nieokreślonych wypadkach komunikacyjnych (V19),<5,Rowerzyści
2014,kwiecień,Podstawowa opieka zdrowotna,Rowerzysta ranny w kolizji z pieszym lub zwierzęciem (V10),<5,Rowerzyści
2014,kwiecień,Podstawowa opieka zdrowotna,Rowerzysta ranny w kolizji z innym rowerzystą (V11),<5,Rowerzyści
2014,kwiecień,Podstawowa opieka zdrowotna,Rowerzysta ranny w kolizji z dwu lub trzykołowym pojazdem mechanicznym (V12),<5,Rowerzyści
2014,kwiecień,Podstawowa opieka zdrowotna,"Rowerzysta ranny w kolizji z samochodem, samochodem dostawczym, półciężarowym i ciężarowym (V13)",31,Rowerzyści
2014,kwiecień,Podstawowa opieka zdrowotna,Rowerzysta ranny w kolizji z pociągiem lub pojazdem szynowym (V15),<5,Rowerzyści
2014,kwiecień,Podstawowa opieka zdrowotna,Rowerzysta ranny w kolizji z ustalonym lub stałym przedmiotem (V17),9,Rowerzyści
2014,kwiecień,Podstawowa opieka zdrowotna,Rowerzysta ranny w niekolizyjnym wypadku komunikacyjnym (V18),25,Rowerzyści
2014,kwiecień,Podstawowa opieka zdrowotna,Rowerzysta ranny w innych i nieokreślonych wypadkach komunikacyjnych (V19),18,Rowerzyści
2014,kwiecień,Ambulatoryjna opieka specjalistyczna,"Rowerzysta ranny w kolizji z samochodem, samochodem dostawczym, półciężarowym i ciężarowym (V13)",<5,Rowerzyści
2014,kwiecień,Ambulatoryjna opieka specjalistyczna,Rowerzysta ranny w niekolizyjnym wypadku komunikacyjnym (V18),<5,Rowerzyści
2014,kwiecień,Ambulatoryjna opieka specjalistyczna,Rowerzysta ranny w innych i nieokreślonych wypadkach komunikacyjnych (V19),<5,Rowerzyści
2014,kwiecień,Leczenie szpitalne,Rowerzysta ranny w kolizji z pieszym lub zwierzęciem (V10),7,Rowerzyści
2014,kwiecień,Leczenie szpitalne,Rowerzysta ranny w kolizji z innym rowerzystą (V11),7,Rowerzyści
2014,kwiecień,Leczenie szpitalne,Rowerzysta ranny w kolizji z dwu lub trzykołowym pojazdem mechanicznym (V12),<5,Rowerzyści
2014,kwiecień,Leczenie szpitalne,"Rowerzysta ranny w kolizji z samochodem, samochodem dostawczym, półciężarowym i ciężarowym (V13)",66,Rowerzyści
2014,kwiecień,Leczenie szpitalne,Rowerzysta ranny w kolizji z ciężkim środkiem transportu lub autobusem (V14),<5,Rowerzyści
2014,kwiecień,Leczenie szpitalne,Rowerzysta ranny w kolizji z innym pojazdem niemechanicznym (V16),<5,Rowerzyści
2014,kwiecień,Leczenie szpitalne,Rowerzysta ranny w kolizji z ustalonym lub stałym przedmiotem (V17),108,Rowerzyści
2014,kwiecień,Leczenie szpitalne,Rowerzysta ranny w niekolizyjnym wypadku komunikacyjnym (V18),168,Rowerzyści
2014,kwiecień,Leczenie szpitalne,Rowerzysta ranny w innych i nieokreślonych wypadkach komunikacyjnych (V19),195,Rowerzyści
2014,kwiecień,Ratownictwo medyczne,Rowerzysta ranny w kolizji z pieszym lub zwierzęciem (V10),<5,Rowerzyści
2014,kwiecień,Ratownictwo medyczne,Rowerzysta ranny w kolizji z innym rowerzystą (V11),10,Rowerzyści
2014,kwiecień,Ratownictwo medyczne,Rowerzysta ranny w kolizji z dwu lub trzykołowym pojazdem mechanicznym (V12),8,Rowerzyści
2014,kwiecień,Ratownictwo medyczne,"Rowerzysta ranny w kolizji z samochodem, samochodem dostawczym, półciężarowym i ciężarowym (V13)",206,Rowerzyści
2014,kwiecień,Ratownictwo medyczne,Rowerzysta ranny w kolizji z ciężkim środkiem transportu lub autobusem (V14),<5,Rowerzyści
2014,kwiecień,Ratownictwo medyczne,Rowerzysta ranny w kolizji z innym pojazdem niemechanicznym (V16),<5,Rowerzyści
2014,kwiecień,Ratownictwo medyczne,Rowerzysta ranny w kolizji z ustalonym lub stałym przedmiotem (V17),30,Rowerzyści
2014,kwiecień,Ratownictwo medyczne,Rowerzysta ranny w niekolizyjnym wypadku komunikacyjnym (V18),59,Rowerzyści
2014,kwiecień,Ratownictwo medyczne,Rowerzysta ranny w innych i nieokreślonych wypadkach komunikacyjnych (V19),60,Rowerzyści
2014,kwiecień,pozostałe,Rowerzysta ranny w niekolizyjnym wypadku komunikacyjnym (V18),<5,Rowerzyści
2014,kwiecień,pozostałe,Rowerzysta ranny w innych i nieokreślonych wypadkach komunikacyjnych (V19),<5,Rowerzyści
2014,maj,Podstawowa opieka zdrowotna,Rowerzysta ranny w kolizji z pieszym lub zwierzęciem (V10),6,Rowerzyści
2014,maj,Podstawowa opieka zdrowotna,Rowerzysta ranny w kolizji z innym rowerzystą (V11),<5,Rowerzyści
2014,maj,Podstawowa opieka zdrowotna,"Rowerzysta ranny w kolizji z samochodem, samochodem dostawczym, półciężarowym i ciężarowym (V13)",55,Rowerzyści
2014,maj,Podstawowa opieka zdrowotna,Rowerzysta ranny w kolizji z ciężkim środkiem transportu lub autobusem (V14),<5,Rowerzyści
2014,maj,Podstawowa opieka zdrowotna,Rowerzysta ranny w kolizji z ustalonym lub stałym przedmiotem (V17),12,Rowerzyści
2014,maj,Podstawowa opieka zdrowotna,Rowerzysta ranny w niekolizyjnym wypadku komunikacyjnym (V18),31,Rowerzyści
2014,maj,Podstawowa opieka zdrowotna,Rowerzysta ranny w innych i nieokreślonych wypadkach komunikacyjnych (V19),33,Rowerzyści
2014,maj,Ambulatoryjna opieka specjalistyczna,Rowerzysta ranny w kolizji z innym rowerzystą (V11),<5,Rowerzyści
2014,maj,Ambulatoryjna opieka specjalistyczna,"Rowerzysta ranny w kolizji z samochodem, samochodem dostawczym, półciężarowym i ciężarowym (V13)",<5,Rowerzyści
2014,maj,Ambulatoryjna opieka specjalistyczna,Rowerzysta ranny w kolizji z pociągiem lub pojazdem szynowym (V15),<5,Rowerzyści
2014,maj,Ambulatoryjna opieka specjalistyczna,Rowerzysta ranny w kolizji z ustalonym lub stałym przedmiotem (V17),<5,Rowerzyści
2014,maj,Ambulatoryjna opieka specjalistyczna,Rowerzysta ranny w niekolizyjnym wypadku komunikacyjnym (V18),<5,Rowerzyści
2014,maj,Ambulatoryjna opieka specjalistyczna,Rowerzysta ranny w innych i nieokreślonych wypadkach komunikacyjnych (V19),<5,Rowerzyści
2014,maj,Leczenie szpitalne,Rowerzysta ranny w kolizji z pieszym lub zwierzęciem (V10),10,Rowerzyści
2014,maj,Leczenie szpitalne,Rowerzysta ranny w kolizji z innym rowerzystą (V11),23,Rowerzyści
2014,maj,Leczenie szpitalne,Rowerzysta ranny w kolizji z dwu lub trzykołowym pojazdem mechanicznym (V12),<5,Rowerzyści
2014,maj,Leczenie szpitalne,"Rowerzysta ranny w kolizji z samochodem, samochodem dostawczym, półciężarowym i ciężarowym (V13)",94,Rowerzyści
2014,maj,Leczenie szpitalne,Rowerzysta ranny w kolizji z ciężkim środkiem transportu lub autobusem (V14),<5,Rowerzyści
2014,maj,Leczenie szpitalne,Rowerzysta ranny w kolizji z pociągiem lub pojazdem szynowym (V15),<5,Rowerzyści
2014,maj,Leczenie szpitalne,Rowerzysta ranny w kolizji z innym pojazdem niemechanicznym (V16),<5,Rowerzyści
2014,maj,Leczenie szpitalne,Rowerzysta ranny w kolizji z ustalonym lub stałym przedmiotem (V17),122,Rowerzyści
2014,maj,Leczenie szpitalne,Rowerzysta ranny w niekolizyjnym wypadku komunikacyjnym (V18),256,Rowerzyści
2014,maj,Leczenie szpitalne,Rowerzysta ranny w innych i nieokreślonych wypadkach komunikacyjnych (V19),280,Rowerzyści
2014,maj,Ratownictwo medyczne,Rowerzysta ranny w kolizji z pieszym lub zwierzęciem (V10),13,Rowerzyści
2014,maj,Ratownictwo medyczne,Rowerzysta ranny w kolizji z innym rowerzystą (V11),20,Rowerzyści
2014,maj,Ratownictwo medyczne,Rowerzysta ranny w kolizji z dwu lub trzykołowym pojazdem mechanicznym (V12),10,Rowerzyści
2014,maj,Ratownictwo medyczne,"Rowerzysta ranny w kolizji z samochodem, samochodem dostawczym, półciężarowym i ciężarowym (V13)",279,Rowerzyści
2014,maj,Ratownictwo medyczne,Rowerzysta ranny w kolizji z ciężkim środkiem transportu lub autobusem (V14),<5,Rowerzyści
2014,maj,Ratownictwo medyczne,Rowerzysta ranny w kolizji z pociągiem lub pojazdem szynowym (V15),<5,Rowerzyści
2014,maj,Ratownictwo medyczne,Rowerzysta ranny w kolizji z innym pojazdem niemechanicznym (V16),7,Rowerzyści
2014,maj,Ratownictwo medyczne,Rowerzysta ranny w kolizji z ustalonym lub stałym przedmiotem (V17),31,Rowerzyści
2014,maj,Ratownictwo medyczne,Rowerzysta ranny w niekolizyjnym wypadku komunikacyjnym (V18),69,Rowerzyści
2014,maj,Ratownictwo medyczne,Rowerzysta ranny w innych i nieokreślonych wypadkach komunikacyjnych (V19),64,Rowerzyści
2014,maj,pozostałe,Rowerzysta ranny w kolizji z ustalonym lub stałym przedmiotem (V17),<5,Rowerzyści
2014,maj,pozostałe,Rowerzysta ranny w niekolizyjnym wypadku komunikacyjnym (V18),<5,Rowerzyści
2014,czerwiec,Podstawowa opieka zdrowotna,Rowerzysta ranny w kolizji z pieszym lub zwierzęciem (V10),<5,Rowerzyści
2014,czerwiec,Podstawowa opieka zdrowotna,Rowerzysta ranny w kolizji z innym rowerzystą (V11),8,Rowerzyści
2014,czerwiec,Podstawowa opieka zdrowotna,Rowerzysta ranny w kolizji z dwu lub trzykołowym pojazdem mechanicznym (V12),<5,Rowerzyści
2014,czerwiec,Podstawowa opieka zdrowotna,"Rowerzysta ranny w kolizji z samochodem, samochodem dostawczym, półciężarowym i ciężarowym (V13)",49,Rowerzyści
2014,czerwiec,Podstawowa opieka zdrowotna,Rowerzysta ranny w kolizji z ciężkim środkiem transportu lub autobusem (V14),<5,Rowerzyści
2014,czerwiec,Podstawowa opieka zdrowotna,Rowerzysta ranny w kolizji z ustalonym lub stałym przedmiotem (V17),20,Rowerzyści
2014,czerwiec,Podstawowa opieka zdrowotna,Rowerzysta ranny w niekolizyjnym wypadku komunikacyjnym (V18),32,Rowerzyści
2014,czerwiec,Podstawowa opieka zdrowotna,Rowerzysta ranny w innych i nieokreślonych wypadkach komunikacyjnych (V19),42,Rowerzyści
2014,czerwiec,Ambulatoryjna opieka specjalistyczna,"Rowerzysta ranny w kolizji z samochodem, samochodem dostawczym, półciężarowym i ciężarowym (V13)",<5,Rowerzyści
2014,czerwiec,Ambulatoryjna opieka specjalistyczna,Rowerzysta ranny w kolizji z ustalonym lub stałym przedmiotem (V17),<5,Rowerzyści
2014,czerwiec,Ambulatoryjna opieka specjalistyczna,Rowerzysta ranny w niekolizyjnym wypadku komunikacyjnym (V18),6,Rowerzyści
2014,czerwiec,Ambulatoryjna opieka specjalistyczna,Rowerzysta ranny w innych i nieokreślonych wypadkach komunikacyjnych (V19),<5,Rowerzyści
2014,czerwiec,Leczenie szpitalne,Rowerzysta ranny w kolizji z pieszym lub zwierzęciem (V10),10,Rowerzyści
2014,czerwiec,Leczenie szpitalne,Rowerzysta ranny w kolizji z innym rowerzystą (V11),19,Rowerzyści
2014,czerwiec,Leczenie szpitalne,"Rowerzysta ranny w kolizji z samochodem, samochodem dostawczym, półciężarowym i ciężarowym (V13)",79,Rowerzyści
2014,czerwiec,Leczenie szpitalne,Rowerzysta ranny w kolizji z ciężkim środkiem transportu lub autobusem (V14),<5,Rowerzyści
2014,czerwiec,Leczenie szpitalne,Rowerzysta ranny w kolizji z innym pojazdem niemechanicznym (V16),<5,Rowerzyści
2014,czerwiec,Leczenie szpitalne,Rowerzysta ranny w kolizji z ustalonym lub stałym przedmiotem (V17),111,Rowerzyści
2014,czerwiec,Leczenie szpitalne,Rowerzysta ranny w niekolizyjnym wypadku komunikacyjnym (V18),320,Rowerzyści
2014,czerwiec,Leczenie szpitalne,Rowerzysta ranny w innych i nieokreślonych wypadkach komunikacyjnych (V19),373,Rowerzyści
2014,czerwiec,Ratownictwo medyczne,Rowerzysta ranny w kolizji z pieszym lub zwierzęciem (V10),8,Rowerzyści
2014,czerwiec,Ratownictwo medyczne,Rowerzysta ranny w kolizji z innym rowerzystą (V11),40,Rowerzyści
2014,czerwiec,Ratownictwo medyczne,Rowerzysta ranny w kolizji z dwu lub trzykołowym pojazdem mechanicznym (V12),8,Rowerzyści
2014,czerwiec,Ratownictwo medyczne,"Rowerzysta ranny w kolizji z samochodem, samochodem dostawczym, półciężarowym i ciężarowym (V13)",302,Rowerzyści
2014,czerwiec,Ratownictwo medyczne,Rowerzysta ranny w kolizji z ciężkim środkiem transportu lub autobusem (V14),<5,Rowerzyści
